index,type,name,resident,streamed,parentStack
541,playersoundstable,cp_playersounds,16,0,|zm_character_customization|customizationtable|zone_source/core_mod.zone|csv
542,playerfxtable,zm_playerfx,12,0,|zm_character_customization|customizationtable|zone_source/core_mod.zone|csv
543,image,uie_t7_zm_hud_score_char1,256,131072,|pbt_zm_nikolai|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
544,image,uie_t7_zm_hud_score_minori,283,131072,|pbt_zm_body_nikolai_nohat|playerbodystyle|pbt_zm_nikolai|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
545,image,uie_t7_zm_hud_score_char4,256,131072,|pbt_zm_richtofen|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
546,image,uie_t7_zm_hud_score_hina,281,131072,|pbt_zm_body_richtofen|playerbodystyle|pbt_zm_richtofen|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
547,image,uie_t7_zm_hud_score_char2,256,131072,|pbt_zm_takeo|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
548,image,uie_t7_zm_hud_score_chise,282,131072,|pbt_zm_body_takeo_dlc2|playerbodystyle|pbt_zm_takeo|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
549,image,uie_t7_zm_hud_score_char3_old,256,131072,|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
550,image,uie_t7_zm_hud_score_momoi,282,131072,|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
551,image,uie_t7_zm_hud_score_char8,256,131072,|pbt_zm_zod_boxer|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
552,image,uie_t7_zm_hud_score_shiroko,284,131072,|pbt_zm_body_zod_boxer|playerbodystyle|pbt_zm_zod_boxer|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
553,image,uie_t7_zm_hud_score_char6,256,131072,|pbt_zm_zod_detective|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
554,image,uie_t7_zm_hud_score_fubuki,283,131072,|pbt_zm_body_zod_detective|playerbodystyle|pbt_zm_zod_detective|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
555,image,uie_t7_zm_hud_score_char5,256,131072,|pbt_zm_zod_femme|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
556,image,uie_t7_zm_hud_score_yuuka,282,131072,|pbt_zm_body_zod_femme|playerbodystyle|pbt_zm_zod_femme|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
557,image,uie_t7_zm_hud_score_char7,256,131072,|pbt_zm_zod_magician|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
558,image,uie_t7_zm_hud_score_mari,281,131072,|pbt_zm_body_zod_magician|playerbodystyle|pbt_zm_zod_magician|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
559,image,uie_t7_zm_hud_score_char1_old,256,131072,|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
560,image,uie_t7_zm_hud_score_shigure,284,131072,|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
561,image,uie_t7_zm_hud_score_char4_old,256,131072,|pbt_ba_aru|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
562,image,uie_t7_zm_hud_score_aru,280,131072,|pbt_ba_body_aru|playerbodystyle|pbt_ba_aru|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
563,image,uie_t7_zm_hud_score_char2_old,256,131072,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
564,image,uie_t7_zm_hud_score_izuna,282,131072,|pbt_ba_body_izuna|playerbodystyle|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
565,customizationtable,zm_character_customization,17763,0,|zone_source/core_mod.zone|csv
566,customizationtable,zm_character_customization_zmhd,15224,0,|zone_source/core_mod.zone|csv
567,xmodelmesh,t7_ba_hare_cina5d784d8,1664,3134704,|c_zom_dlc3_dempsey_cin_fb|xmodel|zone_source/core_mod.zone|csv
568,xmodel,t7_ba_hare_fb,5300,0,|zone_source/core_mod.zone|csv
569,image,i_t7_ba_aru_outfit_c,277,5647120,|mc/mtl_t7_ba_aru_outfit|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
570,material,mc/mtl_t7_ba_aru_outfit,863,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
571,image,i_t7_ba_aru_body_c,275,5636096,|mc/mtl_t7_ba_aru_body|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
572,material,mc/mtl_t7_ba_aru_body,861,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
573,image,i_t7_ba_aru_shoes_c,276,5636096,|mc/mtl_t7_ba_aru_shoes|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
574,material,mc/mtl_t7_ba_aru_shoes,860,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
575,image,i_t7_ba_aru_hair_c,275,5636096,|mc/mtl_t7_ba_aru_hair|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
576,material,mc/mtl_t7_ba_aru_hair,861,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
577,image,i_t7_ba_aru_face_c,275,1441792,|mc/mtl_t7_ba_aru_face|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
578,material,mc/mtl_t7_ba_aru_face,861,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
579,image,i_t7_ba_aru_eyebrows_c,279,393216,|mc/mtl_t7_ba_aru_eyebrows|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
580,material,mc/mtl_t7_ba_aru_eyebrows,1049,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
581,image,i_t7_ba_aru_eye_c,274,5636096,|mc/mtl_t7_ba_aru_eye|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
582,material,mc/mtl_t7_ba_aru_eye,1054,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
583,image,i_t7_ba_aru_extras_c,277,5636096,|mc/mtl_t7_ba_aru_extras|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
584,material,mc/mtl_t7_ba_aru_extras,1051,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
585,image,i_t7_ba_aru_shirt_c,276,1441792,|mc/mtl_t7_ba_aru_shirt|material|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
586,material,mc/mtl_t7_ba_aru_shirt,860,0,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
587,xmodelmesh,t7_ba_aru_fb12a5a100,1888,3615328,|t7_ba_aru_fb|xmodel|zone_source/core_mod.zone|csv
588,xmodel,t7_ba_aru_fb,5492,0,|zone_source/core_mod.zone|csv
589,xmodelmesh,t7_ba_shigure_cin9b08e091,1528,4022096,|t7_ba_shigure_fb|xmodel|zone_source/core_mod.zone|csv
590,xmodel,t7_ba_shigure_fb,5448,0,|zone_source/core_mod.zone|csv
591,xmodelmesh,t7_ba_chise_cin5f25095e,1912,4193648,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
592,xmodel,t7_ba_chise_fb,5496,0,|zone_source/core_mod.zone|csv
593,xmodelmesh,t7_ba_momoi_cin9feb1f19,1472,2059296,|t7_ba_momoi_fb|xmodel|zone_source/core_mod.zone|csv
594,xmodel,t7_ba_momoi_fb,5800,0,|zone_source/core_mod.zone|csv
595,xmodelmesh,t7_ba_hina_cin81ad5560,1248,3972000,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
596,xmodel,t7_ba_hina_fb,5388,0,|zone_source/core_mod.zone|csv
597,xmodelmesh,t7_ba_yuuka_fb1d35368e,1536,3233024,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
598,xmodel,t7_ba_yuuka_fb,3212,0,|zone_source/core_mod.zone|csv
599,xmodelmesh,t7_ba_shiroko_fb19d7b5d6,1296,3613744,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
600,xmodel,t7_ba_shiroko_fb,3192,0,|zone_source/core_mod.zone|csv
601,xmodelmesh,t7_ba_mari_fbc641d33,936,1997264,|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
602,xmodel,t7_ba_mari_fb,3156,0,|zone_source/core_mod.zone|csv
603,xmodelmesh,t7_ba_fubuki_fbe5e4bdd5,1424,3499344,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
604,xmodel,t7_ba_fubuki_fb,3200,0,|zone_source/core_mod.zone|csv
605,xmodelmesh,t7_ba_minori_cine34e85a3,1464,3400432,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
606,xmodel,t7_ba_minori_fb,5432,0,|zone_source/core_mod.zone|csv
607,xmodelmesh,t7_ba_izuna_cinac501a28,1816,3964400,|t7_ba_izuna_fb|xmodel|zone_source/core_mod.zone|csv
608,xmodel,t7_ba_izuna_fb,5928,0,|zone_source/core_mod.zone|csv
609,xmodel,c_zom_der_richtofen_cin_fb,3160,0,|zone_source/core_mod.zone|csv
610,xmodel,c_zom_der_dempsey_cin_fb,3148,0,|zone_source/core_mod.zone|csv
611,xmodel,c_zom_der_nikolai_cin_fb,3204,0,|zone_source/core_mod.zone|csv
612,xmodel,c_zom_der_takeo_cin_fb,3260,0,|zone_source/core_mod.zone|csv
613,xmodel,c_zom_dlc_dempsey_cin_fb,3144,0,|zone_source/core_mod.zone|csv
614,xmodel,c_zom_dlc_nikolai_cin_fb,3204,0,|zone_source/core_mod.zone|csv
615,xmodel,c_zom_dlc_richtofen_cin_fb,3160,0,|zone_source/core_mod.zone|csv
616,xmodel,c_zom_dlc_takeo_cin_fb,3260,0,|zone_source/core_mod.zone|csv
617,xmodel,c_zom_dlc3_nikolai_mpc_fb_nohat,3436,0,|zone_source/core_mod.zone|csv
618,xmodel,c_zom_dlc3_takeo_mpc_fb_nohat,3492,0,|zone_source/core_mod.zone|csv
619,xmodel,c_zom_dlc3_richtofen_cin_fb,3156,0,|zone_source/core_mod.zone|csv
620,xmodel,c_zom_dlc3_dempsey_cin_fb,3148,0,|zone_source/core_mod.zone|csv
621,xmodel,c_zom_dlc3_nikolai_cin_fb,3204,0,|zone_source/core_mod.zone|csv
622,xmodel,c_zom_dlc3_takeo_cin_fb,3260,0,|zone_source/core_mod.zone|csv
623,xmodel,c_t7_zm_dlchd_waw_dempsey_mpc_fb,3424,0,|zone_source/core_mod.zone|csv
624,xmodel,c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc,3432,0,|zone_source/core_mod.zone|csv
625,xmodel,c_t7_dlchd_dempsey_waw_viewhands,3092,0,|zone_source/core_mod.zone|csv
626,xmodel,c_t7_dlchd_dempsey_waw_viewlegs,3148,0,|zone_source/core_mod.zone|csv
627,xmodel,c_t7_zm_dlchd_nikolai_waw_mpc_fb,3448,0,|zone_source/core_mod.zone|csv
628,xmodel,c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc,3456,0,|zone_source/core_mod.zone|csv
629,xmodel,c_t7_zm_dlchd_nikolai_waw_viewhands,5396,0,|zone_source/core_mod.zone|csv
630,xmodel,c_t7_zm_dlchd_nikolai_waw_viewlegs,3120,0,|zone_source/core_mod.zone|csv
631,xmodel,c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc,3704,0,|zone_source/core_mod.zone|csv
632,xmodel,c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc,3752,0,|zone_source/core_mod.zone|csv
633,keyvaluepairs,core_mod,2223,0,||assetlist
634,bgcache,core_mod,13597,0,||assetlist
635,image,t7_menu_choosespecialist_default_black,184279,0,|zone_source/core_mod.zone|csv
636,image,t7_menu_choosespecialist_default_hare,184064,0,|zone_source/core_mod.zone|csv
637,image,t7_menu_choosespecialist_default_hina,184064,0,|zone_source/core_mod.zone|csv
638,image,t7_menu_choosespecialist_default_minori,184064,0,|zone_source/core_mod.zone|csv
639,image,t7_menu_choosespecialist_default_chise,184064,0,|zone_source/core_mod.zone|csv
640,image,t7_menu_choosespecialist_default_shiroko,184064,0,|zone_source/core_mod.zone|csv
641,image,t7_menu_choosespecialist_default_fubuki,184064,0,|zone_source/core_mod.zone|csv
642,image,t7_menu_choosespecialist_default_yuuka,184064,0,|zone_source/core_mod.zone|csv
643,image,t7_menu_choosespecialist_default_mari,184064,0,|zone_source/core_mod.zone|csv
644,image,t7_menu_choosespecialist_default_momoi,184064,0,|zone_source/core_mod.zone|csv
645,image,t7_menu_choosespecialist_default_shigure,184064,0,|zone_source/core_mod.zone|csv
646,image,t7_menu_choosespecialist_default_aru,184064,0,|zone_source/core_mod.zone|csv
647,image,t7_menu_choosespecialist_default_izuna,184064,0,|zone_source/core_mod.zone|csv
648,image,t7_menu_mp_hero_background_with_hare,3681856,0,|zone_source/core_mod.zone|csv
649,image,t7_menu_mp_hero_background_with_aru,3681792,0,|zone_source/core_mod.zone|csv
650,image,t7_menu_mp_hero_background_with_shigure,3681792,0,|zone_source/core_mod.zone|csv
651,image,t7_menu_mp_hero_background_with_chise,3681792,0,|zone_source/core_mod.zone|csv
652,image,t7_menu_mp_hero_background_with_momoi,3681792,0,|zone_source/core_mod.zone|csv
653,image,t7_menu_mp_hero_background_with_hina,3681792,0,|zone_source/core_mod.zone|csv
654,image,t7_menu_mp_hero_background_with_yuuka,3681792,0,|zone_source/core_mod.zone|csv
655,image,t7_menu_mp_hero_background_with_shiroko,3681792,0,|zone_source/core_mod.zone|csv
656,image,t7_menu_mp_hero_background_with_mari,3681792,0,|zone_source/core_mod.zone|csv
657,image,t7_menu_mp_hero_background_with_fubuki,3681792,0,|zone_source/core_mod.zone|csv
658,image,t7_menu_mp_hero_background_with_minori,3681792,0,|zone_source/core_mod.zone|csv
659,image,t7_menu_mp_hero_background_with_izuna,3681792,0,|zone_source/core_mod.zone|csv
660,assetlist,,10496,0,
